assignee_name,fyear,patnum
mitsubishi jidosha kogyo kabushiki kaisha,2005.0,13
mitsubishi jidosha kogyo kabushiki kaisha,2006.0,12
mitsubishi jidosha kogyo kabushiki kaisha,2007.0,6
mitsubishi jidosha kogyo kabushiki kaisha,2008.0,22
mitsubishi jidosha kogyo kabushiki kaisha,2009.0,12
mitsubishi jidosha kogyo kabushiki kaisha,2010.0,11
mitsubishi jidosha kogyo kabushiki kaisha,2011.0,9
mitsubishi jidosha kogyo kabushiki kaisha,2012.0,1
mitsubishi jidosha kogyo kabushiki kaisha,2013.0,2
mitsubishi jidosha kogyo kabushiki kaishi,1987.0,1
mitsubishi jidosha kogyo kabushki kaisha,1970.0,1
mitsubishi jidosha kogyo kaisha,1984.0,1
mitsubishi jidosha kogyou kabushiki kaisha,1993.0,1
mitsubishi jidosha kokyo kabushiki kaisha,1991.0,2
mitsubishi jidoshi kogyo kabushiki kaisha,2004.0,1
mitsubishi jidosho kogyo kabushiki kaisha,1991.0,1
mitsubishi jukogyo k.k.,1990.0,1
mitsubishi jukogyo kabushiki kaisa,1991.0,1
mitsubishi jukogyo kabushiki kaisha,1969.0,1
mitsubishi jukogyo kabushiki kaisha,1973.0,1
mitsubishi jukogyo kabushiki kaisha,1975.0,1
mitsubishi jukogyo kabushiki kaisha,1976.0,1
mitsubishi jukogyo kabushiki kaisha,1977.0,1
mitsubishi jukogyo kabushiki kaisha,1979.0,1
mitsubishi jukogyo kabushiki kaisha,1981.0,2
mitsubishi jukogyo kabushiki kaisha,1983.0,1
mitsubishi jukogyo kabushiki kaisha,1985.0,1
mitsubishi jukogyo kabushiki kaisha,1987.0,1
mitsubishi jukogyo kabushiki kaisha,1988.0,5
mitsubishi jukogyo kabushiki kaisha,1989.0,4
mitsubishi jukogyo kabushiki kaisha,1990.0,2
mitsubishi jukogyo kabushiki kaisha,1991.0,6
mitsubishi jukogyo kabushiki kaisha,1992.0,4
mitsubishi jukogyo kabushiki kaisha,1995.0,3
mitsubishi kenki kabushiki kaisha,1973.0,1
mitsubishi materials corporation,1991.0,1
mitsubishi materials corporation,1992.0,1
mitsubishi materials corporation,1994.0,2
mitsubishi materials corporation,2001.0,1
mitsubishi metal corporation,1990.0,1
mitsubishi metal corporation,1991.0,1
mitsubishi motors corporation,1991.0,1
"mitsubishi rayon co., ltd.",2004.0,1
mitsubishiki denki kabushiki kaisha,2004.0,1
mitsubishiki electric corporation,2007.0,1
mitsubishu denki kabushiki kaisha,1970.0,1
mitsubushi denki kabushiki kaisha,1997.0,2
mitsubushi denki kabushiki kaisha,2000.0,1
"mitsubushi heavy industries, ltd.",2006.0,1
"mitsui & co., ltd.",1984.0,1
"mitsui & co., ltd.",1987.0,1
mitsui engineering and shipbuilding co. ltd.,1986.0,1
"mitsui mining & smelting co., ltd.",2003.0,2
"mitsui mining & smelting co., ltd.",2004.0,2
mitsui shipbuilding & engineering co. ltd.,1972.0,1
"mitsui shipbuilding & engineering co., ltd.",1972.0,1
"mitsui shipbuilding & engineering co., ltd.",1991.0,1
mitsui shipbuilding and engineering co. ltd.,1972.0,2
"mitsui shipbuilding and engineering co., ltd.",1975.0,1
"mitsui shipbuilding and engineering company, ltd.",1972.0,1
mitsuishi jidosha kogyo kabushiki kaisha,1992.0,1
mitthoff corporation,1979.0,1
mitusbishi denki kabushiki kaisha,2002.0,1
mitusbishi denki kabushiki kaisha,2003.0,1
mitusbishi denki kabushiki kaisha,2005.0,1
"miwa lock co., ltd.",1994.0,1
miyaji; kunihiko,1978.0,1
"miyama, inc.",2002.0,1
"miyama, inc.",2003.0,4
"miyama, inc.",2006.0,1
"miyama, inc.",2007.0,4
"mj acquisitions, inc.",2006.0,1
mk rail corporation,1993.0,1
"mks instruments, inc.",2002.0,1
"mns limited, llc",2001.0,1
mo; bang h.,1988.0,1
moad; mark h.,1980.0,1
mobelec international limited,1972.0,1
mobil oil corporation,1970.0,1
mobil oil corporation,1973.0,1
mobil oil corporation,1974.0,1
mobil oil corporation,1976.0,1
mobil oil corporation,1977.0,1
mobil oil corporation,1987.0,1
mobil oil corporation,1988.0,2
"mobile climate control industries, inc.",1999.0,1
mobile control systems s.a.,2003.0,1
modern research inc.,1970.0,1
"moderntec co., ltd",2011.0,1
modine laengerer & reich gmbh,1997.0,1
modine manufacturing company,1972.0,1
modine manufacturing company,1981.0,2
modine manufacturing company,1988.0,1
modine manufacturing company,1994.0,1
modine manufacturing company,1997.0,1
modine manufacturing company,1998.0,2
modine manufacturing company,1999.0,1
modine manufacturing company,2000.0,3
modine manufacturing company,2001.0,7
modine manufacturing company,2002.0,3
modine manufacturing company,2003.0,1
modine manufacturing company,2004.0,2
modine manufacturing company,2006.0,1
modine manufacturing company,2007.0,1
modine manufacturing company,2008.0,2
modine manufacturing company,2011.0,1
modine mfg. co.,1998.0,1
"molmec, inc.",1993.0,1
mondial piston - dott. galli ercole & c. s.p.a.,1979.0,1
mondial piston dr. galli ercole & c.s.p.a.,1979.0,1
monocar hc internacional s.a.,1972.0,1
"monogram industries, inc.",1974.0,1
monsanto technology llc,2007.0,1
monsanto technology llc,2010.0,1
montaplast gmbh,2000.0,1
montaplast gmbh,2001.0,1
"montreal locomotive works, limited",1968.0,1
"moog controls, inc.",1992.0,1
moog inc.,1986.0,1
"moore variable cam, inc.",1994.0,1
moore; ralph,2007.0,1
"mooremac, llc",2001.0,1
moosmann; rolf,1992.0,1
"morel motorsports, inc.",2002.0,1
moriarty; donald e.,2009.0,2
morof; jerry b.,1995.0,1
morof; jerry b.,1996.0,1
"moroso performance products, inc.",2006.0,1
"moroso performance products, inc.",2008.0,2
"moroso performance products, inc.",2010.0,1
morrison motor company,1982.0,1
morrison motor corporation,1983.0,1
"morrison-knudsen company, inc.",1982.0,1
morse tec europe s.p.a.,1998.0,1
mosaid technologies inc.,2007.0,1
mosaid technologies incorporated,2012.0,1
moser; franz,1979.0,1
"mosomoto co., ltd.",2007.0,1
"mote, sr.; charles r.",1996.0,1
"mote, sr.; charles r.",1997.0,1
motility systems,2005.0,1
motiv engines llc,2012.0,1
"motiv engines, llc",2009.0,1
"motiv engines, llc",2010.0,1
"motiv engines, llc",2012.0,2
motive engineering co.,2002.0,1
motive engineering co.,2004.0,1
motive engineering co.,2005.0,1
motive holdings limited,1991.0,1
motive holdings limited,1993.0,1
motive holdings limited,1994.0,2
moto tassinari,2005.0,1
"moto tassinari, inc.",2009.0,1
moto-tronics,1977.0,1
motoczysz llc,2005.0,1
"motomak motorenbau maschinen- und werkzeugfabric, konstruktionen gmbh",1981.0,1
"motomak motorenbau maschinen- und werkzeugfabrik, konstruktionen gmbh",1987.0,1
"motomak motorenbau, machinen-und werkzeugfabrik konstruktionen gmbh",1984.0,1
"motomak motorenbau, maschinen- und werkzeugfabrik, konstruktionen gmbh",1984.0,1
"motomak motorenbau, maschinen- und werkzeugfabrik, konstruktionen gmbh",1986.0,1
"motomak motorenbau, maschinen- und werkzeugfabrik, konstruktionen gmbh",1987.0,2
"motomak motorenbau, maschinen-und werkzeugfabrik konstruktionen gmbh",1985.0,2
"motomak motorenbau, maschinen-und werkzeugfabrik, konstruktionen gmbh",1986.0,2
"motomak motorenbau, maschinen-und werkzeugfabrik, konstruktionen gmbh",1987.0,1
"motomak motorenbau, maschinen-und werkzeugfabrik, konstruktionen gmbh",1989.0,1
motor jikov a.s.,1997.0,1
motor und turbinen-union freidrichshafen gmbh,1978.0,1
"motorcycles of costa mesa, inc.",1998.0,1
motorefabrik hatz gmbh & co. kg,2000.0,1
motorem-werke mannheim ag,1998.0,1
motoren forschungs gmbh & co. kg,1975.0,1
motoren forschungs gmbh & co. kg franken motoren,1975.0,1
motoren- und turbinen union friedrichshafen gmbh,1974.0,1
motoren- und turbinen-union friedrichafen gmbh,1977.0,1
motoren- und turbinen-union friedrichshafen gmbh,1972.0,1
motoren- und turbinen-union friedrichshafen gmbh,1975.0,3
motoren- und turbinen-union friedrichshafen gmbh,1976.0,2
motoren- und turbinen-union friedrichshafen gmbh,1977.0,4
motoren- und turbinen-union friedrichshafen gmbh,1978.0,1
motoren- und turbinen-union friedrichshafen gmbh,1979.0,1
motoren-forschungs gmbh kg,1975.0,1
motoren-forschungs gmbh kg,1977.0,1
motoren-und turbinen-union friedrichshafen gmbh,1971.0,1
motoren-und turbinen-union friedrichshafen gmbh,1973.0,1
motoren-und turbinen-union friedrichshafen gmbh,1975.0,2
motoren-und turbinen-union friedrichshafen gmbh,1976.0,3
motoren-und turbinen-union friedrichshafen gmbh,1977.0,1
motoren-und turbinen-union friedrichshafen gmbh,1980.0,1
motoren-und turbinen-union friedrichshafen gmbh,1982.0,1
motoren-und turbinen-union munchen gmbh,1982.0,1
motoren-werke mannheim a.g.,1969.0,1
motoren-werke mannheim ag,1977.0,1
motoren-werke mannheim ag,1978.0,1
motoren-werke mannheim ag,1991.0,2
motoren-werke mannheim ag,1997.0,1
motoren-werke mannheim ag vorm. benz abt. stat. motorenbau.,1986.0,1
"motoren-werke mannheim ag, vorm. benz stat. motorenba",1980.0,1
motoren-werke mannheim aktiengesellschaft,1986.0,1
"motoren-werke mannheim aktiengesellschaft vorm, benz abt, stationarer",1984.0,1
motoren-werke mannheim aktiengesellschaft vorm. renz abt. stationarer,1985.0,1
"motorenbau, maschinen und werkzeugfabrik konstruktionen gmbh",1985.0,1
motorenfabrik hartz kg.,1971.0,1
motorenfabrik hatz g.m.b.h.,1969.0,1
motorenfabrik hatz gmbh & co.,2002.0,1
motorenfabrik hatz gmbh & co. kg,1975.0,1
motorenfabrik hatz gmbh & co. kg,1976.0,2
motorenfabrik hatz gmbh & co. kg,1977.0,2
motorenfabrik hatz gmbh & co. kg,1978.0,1
motorenfabrik hatz gmbh & co. kg,1979.0,2
motorenfabrik hatz gmbh & co. kg,1981.0,2
motorenfabrik hatz gmbh & co. kg,1983.0,2
motorenfabrik hatz gmbh & co. kg,1984.0,1
motorenfabrik hatz gmbh & co. kg,1985.0,2
motorenfabrik hatz gmbh & co. kg,1986.0,1
motorenfabrik hatz gmbh & co. kg,1987.0,1
motorenfabrik hatz gmbh & co. kg,1988.0,1
motorenfabrik hatz gmbh & co. kg,1989.0,4
motorenfabrik hatz gmbh & co. kg,1990.0,1
motorenfabrik hatz gmbh & co. kg,1997.0,4
motorenfabrik hatz gmbh & co. kg,1998.0,1
motorenfabrik hatz gmbh & co. kg,1999.0,3
motorenfabrik hatz gmbh & co. kg,2001.0,1
motorenfabrik hatz gmbh & co. kg.,1995.0,1
motorenfabrik hatz gmbh & co. kg.,1996.0,1
motorenfabrik hatz gmbh & co. kg.,1997.0,1
motorenfabrik hatz gmbh & co. kg.,1999.0,1
"motorenfabrik hatz gmbh & co., kg",1989.0,1
"motorenfabrik hatz gmbh & co., kg",1999.0,1
"motorenfabrik hatz gmbh & co., kg.",1996.0,1
motorenfabrik hatz kg,1969.0,1
motorenfabrik hatz kg,1970.0,1
motorenfabrik hatz kg,1971.0,1
motorenfabrik hatz kg,1973.0,2
motorenfabrik hatz kg,1974.0,1
motorenfabrik hatz kg.,1972.0,1
motorenfabrik hatz kg.,1974.0,1
motorenfabrik hatz-gmbh & co. kg,1995.0,1
motorengabrik hatz kg.,1974.0,1
motorola,1970.0,1
motorola,1992.0,1
motorola inc.,1969.0,1
motorola inc.,1972.0,1
motorola inc.,1980.0,1
motorola inc.,1981.0,4
motorola inc.,1982.0,1
motorola inc.,1988.0,1
motorola inc.,1993.0,1
motorola inc.,1995.0,2
motorola inc.,1996.0,5
motorola inc.,1997.0,3
motorola inc.,1998.0,2
"motorola, inc.",1968.0,1
"motorola, inc.",1969.0,5
"motorola, inc.",1970.0,5
"motorola, inc.",1971.0,9
"motorola, inc.",1972.0,2
"motorola, inc.",1973.0,4
"motorola, inc.",1974.0,4
"motorola, inc.",1975.0,6
"motorola, inc.",1976.0,11
"motorola, inc.",1977.0,4
"motorola, inc.",1978.0,5
"motorola, inc.",1979.0,5
"motorola, inc.",1981.0,6
"motorola, inc.",1982.0,2
"motorola, inc.",1983.0,2
"motorola, inc.",1984.0,3
"motorola, inc.",1985.0,6
"motorola, inc.",1986.0,5
"motorola, inc.",1987.0,2
"motorola, inc.",1988.0,2
"motorola, inc.",1989.0,2
"motorola, inc.",1990.0,5
"motorola, inc.",1991.0,2
"motorola, inc.",1992.0,1
"motorola, inc.",1993.0,2
"motorola, inc.",1994.0,3
"motorola, inc.",1995.0,2
"motorola, inc.",1996.0,4
"motorola, inc.",1997.0,1
"motorola, inc.",1998.0,2
"motorola, inc.",2000.0,1
"motorola, inc.",2001.0,2
"motorola, inc.",2003.0,1
"motorola, inc.",2004.0,1
"motorola, inc.",2005.0,1
"motorpat, l.l.c.",2006.0,2
motortech gmbh,2011.0,1
"motortech, inc.",1982.0,1
"motortech, inc.",1984.0,3
"motorvac technologies, inc.",1998.0,1
motos motor-technik gmbh,1991.0,1
motosacoche s.a.,1974.0,1
motosacoche s.a.,1977.0,1
motouchi; kazou,2008.0,1
motouchi; kazuo,2004.0,1
motouchi; kyoko,2000.0,1
motouchi; kyoko,2004.0,1
motouchi; kyoko,2008.0,1
mouradian; william,1979.0,1
mourgeon industrie et engineering s.a.,1985.0,1
moving magnet technologies (mmt),2006.0,1
moyler; karen e.,2002.0,1
mpd technology corporation,1982.0,1
"mph motors, inc.",1999.0,1
mr. gasket company,1988.0,1
mr. gasket company,1991.0,1
msp corporation,2001.0,1
msp corporation,2002.0,1
mt cars company,1999.0,1
mtd products inc,2001.0,1
mtd products inc,2002.0,1
mtd products inc,2003.0,3
mtd products inc,2006.0,1
mtd products inc.,1977.0,1
mtd products inc.,2002.0,1
"mtd products, inc.",1999.0,1
mtd southwest,2000.0,1
mtd southwest inc.,2000.0,2
"mtd southwest, inc.",1999.0,1
"mtd southwest, inc.",2001.0,1
"mtd southwest, inc.",2002.0,2
"mtd southwest, inc.",2003.0,2
mtisubishi denki kabushiki kaisha,2005.0,1
"mtisubishi heavy industries, ltd.",2004.0,1
"mtn international, llc",1995.0,1
mtu aero engines gmbh,2000.0,1
mtu america inc.,2013.0,1
mtu friedfrichshafen gmbh,2005.0,1
mtu friedrichs hafen gmbh,2007.0,1
mtu friedrichshafen,1989.0,1
mtu friedrichshafen,2005.0,1
mtu friedrichshafen,2007.0,1
mtu friedrichshafen gmbh,1984.0,1
mtu friedrichshafen gmbh,1985.0,2
mtu friedrichshafen gmbh,1987.0,1
mtu friedrichshafen gmbh,1989.0,1
mtu friedrichshafen gmbh,1999.0,1
mtu friedrichshafen gmbh,2000.0,6
mtu friedrichshafen gmbh,2001.0,5
mtu friedrichshafen gmbh,2002.0,6
mtu friedrichshafen gmbh,2003.0,6
mtu friedrichshafen gmbh,2004.0,5
mtu friedrichshafen gmbh,2005.0,5
mtu friedrichshafen gmbh,2006.0,9
mtu friedrichshafen gmbh,2007.0,7
mtu friedrichshafen gmbh,2008.0,12
mtu friedrichshafen gmbh,2009.0,6
mtu friedrichshafen gmbh,2010.0,6
mtu friedrichshafen gmbh,2011.0,2
mtu friedrichshafen gmbh,2012.0,2
mtu friedrischshafen,1989.0,1
mtu mortoren- und turbinen-union friedrichshafen gmbh,1999.0,1
mtu motoren - und turbinen-union friedrichshafen gmbh,1980.0,1
mtu motoren und turbinen union,1994.0,1
mtu motoren und turbinen-union friedrichshafen gmbh,1982.0,1
mtu motoren und turbinen-union friedrichshafen gmbh,1985.0,1
mtu motoren- und turbinen union friedrichshafen gmbh,1996.0,1
mtu motoren- und turbinen-union friedrichshafen gmbh,1984.0,1
mtu motoren- und turbinen-union friedrichshafen gmbh,1991.0,1
mtu motoren- und turbinen-union friedrichshafen gmbh,1994.0,2
mtu motoren- und turbinen-union friedrichshafen gmbh,1995.0,4
mtu motoren- und turbinen-union friedrichshafen gmbh,1996.0,2
mtu motoren- und turbinen-union friedrichshafen gmbh,1998.0,1
mtu motoren- und turbinen-union friedrichshaften gmbh,1981.0,1
"mtu motoren- und turbinen-union munchen, gmbh",1980.0,1
"mtu motoren- und turbinen-union, friedrichshafen",1991.0,1
mtu motoren-und turbine-union,1989.0,1
mtu motoren-und turbinen-union,1982.0,1
mtu motoren-und turbinen-union friedrichshafen gmbh,1995.0,2
mtu motoren-und turbinen-union friedrichshafen gmbh,1996.0,1
mtu motoren-und turbinen-union friedrichshafen gmbh,1998.0,2
mtu motoren-und turbinen-union friedrichshafen gmbh,1999.0,1
"mtu motoren-und turbinen-union friedrichshafen, gmbh",1984.0,1
mtu motoren-und turbinen-union munchen gmbh,1982.0,1
mtu motorn-und turbinen union gmbh,1982.0,1
mtu- motoren- und turbinen-union friedrichshafen gmbh,1984.0,1
mtu- motoren- und turbinen-union friedrichshafen gmbh,1997.0,1
mtu-friedrichshafen gmbh,1982.0,1
mtu-motoren und turbinen union,1987.0,1
mtu-motoren und turbinen-union,1987.0,1
mtu-motoren- und turbinen-union friedrichshafen gmbh,1984.0,1
mtu-motoren-und turbinen-union friedrichshafen gmbh,1983.0,1
mtu-motoren-und turbinen-union friedrichshafen gmbh,1984.0,1
mtv friedrichshafen gmbh,2007.0,1
mueller; helga,1977.0,1
muhr und bender kg,2006.0,1
muhr und bender kg,2008.0,1
muller-dutschke; helga,1982.0,1
muller; fritz,1987.0,1
muller; hermann-frank,1992.0,1
multitorch gmbh,2008.0,1
muncie power product inc.,1984.0,1
mundorf; walter,1980.0,1
munroe; donald d.,1985.0,1
munters euroform gmbh,1995.0,1
munters euroform gmbh,1998.0,1
munters euroform gmbh,2000.0,2
munters euroform gmbh,2002.0,1
murata kikai kabushiki kaisha,2006.0,1
"murata manufacturing co., ltd.",1977.0,1
"murata manufacturing co., ltd.",1991.0,1
"murata manufacturing co., ltd.",1997.0,1
"murata manufacturing co., ltd.",2010.0,1
murawsky; ronald f,2001.0,1
murawsky; ronald f,2009.0,1
murphy power ignition,2001.0,1
murray united development corporation,1992.0,1
"murray, inc.",1996.0,1
"murray, inc.",2000.0,2
"murray, inc.",2002.0,1
murray; jerome l.,1990.0,1
murray; jerome l.,1991.0,2
murray; jerome l.,1992.0,1
muse green investments llc,2010.0,1
musi engines limited,2004.0,1
mv agusta motor s.p.a.,1998.0,1
mwi micro wave ignition gmbh,2004.0,1
mwm ag,1997.0,1
n i s pri vtu angel kantschev,1990.0,1
n t n toyo bearing co. ltd.,1979.0,1
n. v. industrieele handelscombinatie holland,1969.0,1
n. v. kema,1999.0,1
"n.s.i. propulsion systems, inc.",1995.0,1
n.v. appingedammer bronsmotorenfabriek,1973.0,1
nabco limited,1995.0,1
nabco limited,1997.0,2
"nabco, limited",1997.0,1
"nabco, ltd.",2003.0,1
nabtesco automotive corporation,2010.0,1
nace; barry j.,1974.0,1
nagares s.a.,2002.0,1
"nagares, s.a.",1999.0,1
"nagares, s.a.",2005.0,1
"nagares, s.a., universidad politecnica de valencia",2003.0,1
"nagel, kennedy, arad & associates",1983.0,1
nagel/kennedy & associates,1982.0,1
nagy; richard,2008.0,1
nagy; zoltan,2008.0,1
nahle international gmbh,2007.0,1
"nakanishi metal works co., ltd.",2005.0,1
"nakanishi metal works co., ltd.",2007.0,1
nam; chang heui,1994.0,1
nam; chang heui,1996.0,1
"nano precision, inc.",2001.0,1
nanoenergy group (uk),2006.0,1
nanoptek corporation,2009.0,1
"naquin, jr.; randolph j.",2008.0,1
nartron corporation,1974.0,1
nartron corporation,1980.0,1
nartron corporation,1990.0,1
nartron corporation,1991.0,2
nartron corporation,1993.0,4
nartron corporation,1994.0,1
nartron corporation,1995.0,1
nartron corporation,1996.0,1
nartron corporation,1997.0,1
nartron corporation,1998.0,1
nartron corporation,2002.0,1
nartron corporation,2005.0,1
nartron corporation,2006.0,1
nartron corporation,2008.0,1
"national automotive manufacturing, inc.",2003.0,1
national chiao tung university,2009.0,1
national chung-hsing university,2004.0,1
national institute for materials science,2005.0,1
national marketing corp.,1991.0,1
national oilwell norway as,2001.0,1
national power plc,1997.0,1
national railway equipment co.,2006.0,1
national research corporation,1971.0,1
national research development corp.,1984.0,1
national research development corporation,1971.0,1
national research development corporation,1974.0,1
national research development corporation,1975.0,1
national research development corporation,1976.0,1
national research development corporation,1977.0,1
national research development corporation,1983.0,2
national research development corporation,1984.0,1
national research development corporation,1986.0,1
national research development corporation,1987.0,1
national research development corporation,1988.0,2
national science council,2001.0,1
national semiconductor corporation,2003.0,1
national sun yat-sen university,2010.0,1
national taipei university of technology,2007.0,1
national taipei university of technology,2012.0,1
national taiwan university of science and technology,2011.0,1
nationwide carriers incorporated,1979.0,1
nationwide carriers incorporated,1982.0,1
"natli enterprises pty, ltd.",1990.0,1
nauchno proizvodstvennoe obiedienenie po toplivnoi apparature dvigatelei,1981.0,1
"nauchno-proizvodstvennoe objedinenie po, etc.",1987.0,1
naucho proizvodsvena laboratoria za dvigateli s vatreshno gorene,1985.0,1
"nautec, inc.",1975.0,1
navigation technologies corporation,2000.0,2
"navistar canada, inc.",2007.0,1
"navistar canada, inc.",2009.0,1
navistar international corporation,1984.0,1
navistar international corporation,1985.0,1
navistar international corporation,1986.0,1
navistar international corporation,1988.0,1
navistar international corporation,1990.0,1
navistar international transporation corp,1999.0,1
navistar international transporation corp.,1988.0,2
navistar international transporation corp.,1990.0,1
navistar international transportation,1995.0,1
navistar international transportation,1998.0,1
navistar international transportation corp,1996.0,1
navistar international transportation corp,1997.0,1
navistar international transportation corp,1998.0,6
navistar international transportation corp,1999.0,2
navistar international transportation corp,2000.0,1
navistar international transportation corp.,1986.0,3
navistar international transportation corp.,1987.0,1
navistar international transportation corp.,1989.0,3
navistar international transportation corp.,1990.0,4
navistar international transportation corp.,1991.0,2
navistar international transportation corp.,1992.0,6
navistar international transportation corp.,1993.0,4
navistar international transportation corp.,1994.0,8
navistar international transportation corp.,1995.0,2
navistar international transportation corp.,1996.0,5
navistar international transportation corp.,1997.0,3
navistar international transportation corp.,1998.0,7
navistar international transportation corp.,1999.0,1
navistar international transportation corp.,2000.0,1
navteq b.v.,2011.0,2
naxsym engine technology ltd.,1997.0,1
naylor; eliza m.,1975.0,1
naylor; flora l.,1975.0,1
naylor; harry e.,1975.0,1
naylor; john l.,1975.0,1
naylor; joseph,1975.0,1
nbj corporation,1979.0,1
neal; gaines l.,1979.0,1
neander motors,2010.0,1
neander motors ag,2005.0,1
neary; david,1984.0,1
nec corporation,1984.0,2
nec corporation,1989.0,1
nec corporation,2000.0,1
nec electronics corporation,2005.0,1
nec tokin corporation,2001.0,1
necam b.v.,1989.0,1
necam b.v.,1991.0,1
necam b.v.,1999.0,1
nederlandse centrale organisatie voor toegepast natuurwetenschappelijk,1983.0,1
nederlandse centrale organisatie voor toegepast-natuurwetenschappelijk,1981.0,1
nederlandse centrale organisatie voor toegepast-natuurwetenschappelijk,1985.0,1
nederlandse organisatie voor toegepast natuurwetenschappelijk onderzoek,1977.0,1
nederlandse organisatie voor toegepast-natuurwetenschappelijk onderzoek tno,2007.0,1
neils; william c.,1983.0,1
"nelson industries, inc.",1998.0,1
"nelson industries, inc.",1999.0,2
"nelson industries, inc.",2000.0,3
"nelson industries, inc.",2001.0,3
"nelson industries, inc.",2002.0,1
nelson metal products corporation,1994.0,1
nelson metal products corporation,1995.0,1
nelson; anju,2006.0,1
nelson; robert e.,1995.0,1
neq lab holding inc.,2006.0,1
neste oil oyj,2012.0,1
networkcar,2001.0,1
networks electronic corp.,1988.0,1
neumayer tekfor holding gbmh,2012.0,1
neumayer tekfor holding gmbh,2006.0,1
neumayer tekfor holding gmbh,2008.0,2
neumayer tekfor holding gmbh,2009.0,1
neumayer tekfor holding gmbh,2012.0,1
"neutronics enterprises, inc.",1991.0,1
nev corporation,1996.0,1
"nevcor, inc.",1995.0,1
new age technology llc,2012.0,1
new avenue development corp.,1996.0,1
"new bright industrial co., ltd.",2004.0,1
"new condensator, inc.",2005.0,2
"new core, inc.",2010.0,1
new cosmos electric company limited,1976.0,1
new devices engineering a.k.o. ltd.,1996.0,1
new fluid technology pty ltd.,2003.0,1
"new holland north america, inc.",1994.0,2
"new holland north america, inc.",1996.0,1
"new holland north america, inc.",2001.0,3
new holland u.k. ltd.,1999.0,8
new holland u.k. ltd.,2000.0,1
"new holland uk, ltd.",2000.0,1
"new holland uk, ltd.",2002.0,1
new mexico state university technology transfer corporation,2002.0,1
"new nippon electric co., ltd.",1982.0,5
new power concepts llc,2000.0,1
new power concepts llc,2005.0,1
new venture gear inc.,2001.0,1
"new venture gear, inc.",1995.0,2
"new venture gear, inc.",2000.0,2
"new venture gear, inc.",2001.0,9
"new venture gear, inc.",2002.0,7
"new venture gear, inc.",2003.0,3
"new ventures gear, inc.",2001.0,1
"new vision fuel technology, inc.",2011.0,2
new york institute of technology,1995.0,2
newlandex corporation,1989.0,1
newton propuslion technologies,2003.0,1
"next generation filtration systems, lp",2007.0,1
"next generation filtration systems, lp",2009.0,2
"next generation filtration systems, lp",2011.0,1
nexter systems,2004.0,1
nexxtdrive limited,2008.0,1
"ngb spark plug co., ltd.",1986.0,1
"ngk insulators, ltd.",1980.0,1
"ngk insulators, ltd.",1981.0,1
"ngk insulators, ltd.",1982.0,1
"ngk insulators, ltd.",1983.0,1
"ngk insulators, ltd.",1984.0,2
"ngk insulators, ltd.",1985.0,8
"ngk insulators, ltd.",1986.0,2
"ngk insulators, ltd.",1987.0,2
"ngk insulators, ltd.",1988.0,4
"ngk insulators, ltd.",1989.0,2
"ngk insulators, ltd.",1991.0,2
"ngk insulators, ltd.",1992.0,1
"ngk insulators, ltd.",1994.0,1
"ngk insulators, ltd.",1995.0,1
"ngk insulators, ltd.",1996.0,1
"ngk insulators, ltd.",1997.0,1
"ngk insulators, ltd.",1999.0,1
"ngk insulators, ltd.",2002.0,3
"ngk insulators, ltd.",2008.0,1
"ngk insulators, ltd.",2010.0,2
"ngk insulators, ltd.",2011.0,1
"ngk spark plub co., ltd.",1989.0,1
ngk spark plug,1990.0,1
ngk spark plug co. ltd.,1967.0,1
ngk spark plug co. ltd.,1978.0,1
ngk spark plug co. ltd.,1985.0,1
"ngk spark plug co., ltd",1985.0,1
"ngk spark plug co., ltd",2008.0,1
"ngk spark plug co., ltd.",1977.0,2
"ngk spark plug co., ltd.",1978.0,1
"ngk spark plug co., ltd.",1979.0,2
"ngk spark plug co., ltd.",1980.0,1
"ngk spark plug co., ltd.",1982.0,1
"ngk spark plug co., ltd.",1983.0,3
"ngk spark plug co., ltd.",1984.0,2
"ngk spark plug co., ltd.",1985.0,6
"ngk spark plug co., ltd.",1986.0,4
"ngk spark plug co., ltd.",1987.0,6
"ngk spark plug co., ltd.",1988.0,11
"ngk spark plug co., ltd.",1989.0,7
"ngk spark plug co., ltd.",1990.0,5
"ngk spark plug co., ltd.",1991.0,3
"ngk spark plug co., ltd.",1992.0,4
"ngk spark plug co., ltd.",1993.0,2
"ngk spark plug co., ltd.",1994.0,3
"ngk spark plug co., ltd.",1995.0,6
"ngk spark plug co., ltd.",1996.0,3
"ngk spark plug co., ltd.",1997.0,8
"ngk spark plug co., ltd.",1998.0,4
"ngk spark plug co., ltd.",1999.0,9
"ngk spark plug co., ltd.",2000.0,4
"ngk spark plug co., ltd.",2001.0,11
"ngk spark plug co., ltd.",2002.0,18
"ngk spark plug co., ltd.",2003.0,3
"ngk spark plug co., ltd.",2004.0,7
"ngk spark plug co., ltd.",2005.0,8
"ngk spark plug co., ltd.",2006.0,4
"ngk spark plug co., ltd.",2007.0,12
"ngk spark plug co., ltd.",2008.0,13
"ngk spark plug co., ltd.",2009.0,13
"ngk spark plug co., ltd.",2010.0,5
"ngk spark plug co., ltd.",2011.0,8
"ngk spark plug co., ltd.",2012.0,3
"ngk spark plug co., ltd.",2013.0,1
"ngk spark plug company, limited",1988.0,1
"ngk spark pulg co., ltd.",2004.0,1
