assignee_name,fyear,inv_name
"isuzu motors, ltd.",2000.0,4
ital idee s.r.l.,1986.0,1
ital idee s.r.l. an italian limited liability company,1986.0,2
ital idee s.r.l. an italian limited liability company,1988.0,3
"itami works of sumitomo electric industries, ltd.",2000.0,4
itb group ltd,2008.0,1
itg innovative technology group corporation,1999.0,4
"ito tekkosho co., ltd.",1999.0,2
"itt automotive electrical systems, inc.",1994.0,2
"itt automotive electrical systems, inc.",1996.0,1
itt automotive europe gmbh,1992.0,18
itt automotive europe gmbh,1993.0,4
itt corporation,1989.0,2
"itt industries, inc.",1982.0,6
"itt manufacturing enterprises, inc.",2001.0,1
"itt manufacturing enterprises, inc.",2004.0,2
itw automotive products gmbh & co. kg,2006.0,2
itw automotive products gmbh & co. kg,2007.0,3
itw bailly comte,2004.0,9
iucf-hyu (industry-university cooperation foundation hanyang university),2011.0,17
iveco (uk) ltd.,1999.0,44
iveco (uk) ltd.,2000.0,14
iveco (uk) ltd.,2002.0,6
iveco (uk) ltd.,2003.0,4
iveco fiat s.p.a.,1987.0,6
iveco fiat s.p.a.,1988.0,3
iveco fiat s.p.a.,1991.0,1
iveco fiat s.p.a.,1992.0,4
iveco fiat s.p.a.,1993.0,3
iveco fiat s.p.a.,1997.0,8
iveco fiat s.p.a.,2000.0,2
iveco fiat s.p.a.,2001.0,6
iveco ltd.,1999.0,1
iveco motorenforschung ag,2010.0,2
iveco s.p.a.,2007.0,3
iveco s.p.a.,2008.0,4
"iwai trading co., ltd.",2006.0,2
"iwai trading co., ltd.",2008.0,2
iwata; yosihiro,1995.0,1
iwis motorsysteme gmbh & co. kg,2007.0,4
iwk regler und kompensatoren gmbh,1999.0,2
"izumi automotive industry co., ltd.",1987.0,2
"izumi industries, ltd.",1989.0,3
"izumi industries, ltd.",1990.0,5
"izumi industries, ltd.",1996.0,1
"izusu ceramics research institute co., ltd.",1993.0,1
"izuzo motors, ltd.",1982.0,1
j-jet konstruktion hb,1985.0,9
j-jet konstruktions,1982.0,9
j-w operating company,1983.0,4
j-w operating company,1990.0,4
j. c. bamford excavators limited,1989.0,3
j. c. bamford excavators limited,1993.0,2
"j. c. moore research, inc.",1974.0,1
"j. c. moore research, inc.",1988.0,3
"j. c. moore research, inc.",1996.0,2
"j. d. components co., ltd.",2010.0,2
j. d. phillips corporation,1991.0,1
j. ebers pacher,1991.0,1
j. eberspacher,1972.0,4
j. eberspacher,1983.0,3
j. eberspacher,1990.0,3
j. eberspacher,1991.0,3
j. eberspacher gmbh,1998.0,3
j. eberspacher gmbh & co.,1995.0,1
j. eberspacher gmbh & co.,1996.0,3
j. eberspacher gmbh & co.,2001.0,2
j. eberspacher gmbh & co. kg,1998.0,2
j. eberspacher gmbh & co. kg,1999.0,3
j. eberspacher gmbh & co. kg,2004.0,1
j. eberspacher gmbh & co. kg,2005.0,5
j. eberspacher gmbh & co. kg,2009.0,5
j. eberspaecher gmbh & co.,1995.0,12
j. eberspaecher gmbh & co.,2005.0,2
j. eberspaecher gmbh & co. kg,2006.0,3
j. eberspaecher gmbh & co. kg,2008.0,1
j. eberspaecher gmbh & co. kg,2010.0,2
j. eberspaecher gmbh & co. kg,2011.0,4
j. h. westerbeke corporation,1975.0,3
j. i. case company,1972.0,1
j. i. case company,1977.0,10
j. i. case company,1979.0,1
j. i. case company,1981.0,1
j. i. case company,1984.0,5
j. i. case company,1986.0,4
j. i. case company,1988.0,4
j. i. case company,1989.0,7
"j. m. eltzroth & associates, inc.",1977.0,2
j. p. m. parry & associates limited,1990.0,1
"j. w. performance transmissions, inc.",1994.0,1
j. wizemann & co.,1975.0,6
j.c. bamford excavation limited,2006.0,1
j.c. bamford excavators limited,2003.0,1
j.c. bamford excavators limited,2010.0,2
j.m. bastille transport inc.,2009.0,8
j.m.v. engenharia e consultoria s/c ltda,1996.0,1
jabil circuit company,1990.0,1
jackson; rex h.,1991.0,1
jacobs brake technology corporation,1990.0,5
jacobs brake technology corporation,1992.0,10
jacobs brake technology corporation,1993.0,7
"jacobs electronics, inc.",1997.0,2
"jacobs electronics, inc.",1998.0,4
"jacobs vehicle systems, inc",2006.0,3
"jacobs vehicle systems, inc",2013.0,9
"jacobs vehicle systems, inc.",2002.0,21
"jacobs vehicle systems, inc.",2003.0,30
"jacobs vehicle systems, inc.",2004.0,10
"jacobs vehicle systems, inc.",2005.0,57
"jacobs vehicle systems, inc.",2006.0,36
"jacobs vehicle systems, inc.",2007.0,13
"jacobs vehicle systems, inc.",2008.0,29
"jacobs vehicle systems, inc.",2009.0,16
"jacobs vehicle systems, inc.",2010.0,4
"jacobs vehicle systems, inc.",2011.0,85
"jacobs vehicle systems, inc.",2012.0,38
jacobsen manufacturing company,1974.0,4
jacobsen manufacturing company,1975.0,2
jacobsen manufacturing company,1977.0,2
jaeger,1979.0,1
jaffe; jonathan,2005.0,3
jaguar cars limited,1985.0,4
jaguar cars limited,1987.0,8
jaguar cars limited,1988.0,9
jaguar cars limited,1989.0,15
jaguar cars limited,1990.0,12
jaguar cars limited,1991.0,11
jaguar cars limited,1992.0,1
jaguar cars limited,1998.0,8
jaguar cars limited,2000.0,2
jaguar cars limited,2007.0,4
jaguar cars limited,2008.0,1
jaguar cars limited,2010.0,4
jaguar cars limited,2011.0,7
"jaguar cars, limited, whitley, coventry",1998.0,1
jaguars cars limited,2000.0,3
"jakks pacific, inc.",2008.0,3
james b. carter limited,1975.0,1
"james meyer aspen engineering services, llc",2004.0,3
james; jerome matthew,2006.0,3
janetatos; jack p.,1990.0,3
jansen; george,2001.0,2
japan aerospace exploration agency,2003.0,3
"japan electric control systems co., ltd.",1990.0,4
"japan electronic conrol systems co., ltd.",1992.0,3
"japan electronic control co., ltd.",1992.0,4
japan electronic control systems,1990.0,30
japan electronic control systems co.,1988.0,3
japan electronic control systems co.,1990.0,7
japan electronic control systems co. ltd.,1979.0,8
japan electronic control systems co. ltd.,1988.0,4
"japan electronic control systems co., ltd.",1984.0,1
"japan electronic control systems co., ltd.",1985.0,3
"japan electronic control systems co., ltd.",1986.0,4
"japan electronic control systems co., ltd.",1987.0,14
"japan electronic control systems co., ltd.",1988.0,19
"japan electronic control systems co., ltd.",1989.0,4
"japan electronic control systems co., ltd.",1990.0,107
"japan electronic control systems co., ltd.",1991.0,31
"japan electronic control systems co., ltd.",1992.0,38
"japan electronic control systems co., ltd.",1993.0,11
japan electronic control systems company limited,1989.0,2
japan electronic control systems company limited,1990.0,32
"japan electronic control systems company, limited",1982.0,1
"japan electronic control systems company, limited",1987.0,12
"japan electronic control systems company, limited",1988.0,56
"japan electronic control systems, co., ltd.",1986.0,3
"japan electronic control systems, co., ltd.",1987.0,1
"japan electronics control systems company, ltd.",1988.0,1
"japan environmental system co., ltd.",1999.0,1
japan international development organization ltd.,1990.0,2
"japan metals and chemicals co., ltd.",1984.0,6
japan petroleum energy center,2010.0,2
japan science and technology agency,2003.0,1
japan science and technology corporation,2001.0,1
japan ship's machinery development association,1972.0,12
japan ship's machinery development association,1975.0,12
jar chen wang,2001.0,1
jarvis; hyrum t.,1996.0,2
jasper; ezekiel,1976.0,2
jasper; harvey,1976.0,2
jatco corporation,1991.0,1
jatco corporation,1992.0,5
jatco corporation,1995.0,4
jatco corporation,1998.0,5
jatco ltd,2001.0,14
jatco ltd,2002.0,14
jatco ltd,2003.0,20
jatco ltd,2005.0,8
jatco ltd,2008.0,1
jatco ltd,2009.0,4
jatco ltd,2010.0,9
jatco ltd,2011.0,11
jatco ltd.,2012.0,16
jatco transtechnology ltd.,2000.0,24
jatco transtechnology ltd.,2001.0,34
"jatco transtechnology, ltd.",2000.0,24
"jatco transtechnology, ltd.",2001.0,20
jatcto corporation,1991.0,2
jayne; michael e.,2002.0,3
jayne; michael e.,2005.0,3
jayne; michael e.,2012.0,3
"jeb energy industries, inc.",1981.0,3
"jeco co.,ltd.",1988.0,14
jenara enterprises ltd.,1990.0,2
jenara enterprises ltd.,1991.0,2
jenara enterprises ltd.,1992.0,1
jenara enterprises ltd.,2002.0,6
jenara enterprises ltd.,2004.0,11
"jenara enterprises, ltd.",1999.0,6
"jenara enterprises, ltd.",2010.0,5
jenbacher aktiengesellschaft,2000.0,7
jenbacher aktiengesellschaft,2001.0,9
jenbacher aktiengesellschaft,2002.0,14
jenbacher energiesysteme aktiengesellschaft,1993.0,5
jenbacher energiesysteme aktiengesellschaft,1995.0,5
jenbacher energiesysteme aktiengesellschaft,1996.0,14
jenbacher energiesysteme aktiengesellschaft,1997.0,4
jenbacher werke aktiengesellschaft,1980.0,1
jenbacher werke aktiengesellschaft,1987.0,9
jenera enterprises ltd,1999.0,8
"jenny products, incorporated",2007.0,2
jericho corporation,1990.0,1
jerry burnham of c & b aviation,2006.0,4
"jesel, inc.",2001.0,1
"jesel, inc.",2004.0,12
jesper frickmann,2011.0,3
"jetco, inc.",1974.0,2
"jetco, inc.",1976.0,1
"jetco, inc.",1977.0,7
"jetco, inc.",1985.0,1
jeumont industrie,1996.0,3
"ji-ee industry co., ltd.",2002.0,12
"ji-ee industry co., ltd.",2005.0,4
jidosha denki kogyo k.k.,1990.0,24
jidosha denki kogyo k.k.,1991.0,4
jidosha denki kogyo kabushiki,1986.0,2
jidosha denki kogyo kabushiki,1987.0,12
jidosha denki kogyo kabushiki kaisha,1980.0,18
jidosha denki kogyo kabushiki kaisha,1981.0,9
jidosha denki kogyo kabushiki kaisha,1987.0,14
jidosha denki kogyo kabushiki kaisha,1988.0,4
jidosha denki kogyo kabushiki kaisha,1991.0,2
jidosha denki kogyo kabushiki kaisha,1992.0,2
jidosha denki kogyo kabushiki kaisha,1993.0,8
jidosha denki kogyo kabushiki kaisha,1997.0,2
jidosha denki kogyo kabushiki kaisha,2000.0,6
"jidosha kiki co., ltd.",1981.0,4
"jidosha kiki co., ltd.",1982.0,5
"jidosha kiki co., ltd.",1983.0,5
"jidosha kiki co., ltd.",1984.0,3
"jidosha kiki co., ltd.",1985.0,3
"jidosha kiki co., ltd.",1986.0,14
"jidosha kiki co., ltd.",1987.0,2
"jidosha kiki co., ltd.",1988.0,20
"jidosha kiki co., ltd.",1989.0,12
"jidosha kiki co., ltd.",1990.0,14
"jidosha kiki co., ltd.",1991.0,1
"jidosha kiki co., ltd.",1992.0,5
"jidosha kiki co., ltd.",1994.0,3
jidoshakiki co. ltd.,1991.0,5
jkkb holdings corp.,2000.0,4
"jlg industries, inc.",2001.0,2
jma propulsion ltd.,1993.0,1
"jmk international, inc.",1992.0,2
"jodon engineering associates, inc.",1982.0,2
joh. winklhofer & sohne gmbh und co. kg,2002.0,6
john a. mcdougal,1988.0,2
john deere technologies international inc.,1989.0,1
"john deere technologies international, inc.",1988.0,4
"john deere technologies international, inc.",1989.0,7
john-nelson corporation,1979.0,1
johng; in tae,2003.0,8
johnson controls automotive electronics,1999.0,4
johnson controls automotive electronics,2000.0,2
johnson controls automotive electronics,2002.0,3
johnson controls technology company,2003.0,1
johnson controls--saft advanced power solutions llc.,2011.0,4
"johnson electric automotive, inc.",1997.0,2
johnson electric s.a.,2010.0,10
johnson electric s.a.,2011.0,2
johnson engineering corporation,1982.0,6
johnson matthey public limited company,1997.0,3
johnson matthey public limited company,1998.0,5
johnson matthey public limited company,1999.0,1
johnson matthey public limited company,2000.0,1
johnson matthey public limited company,2001.0,6
johnson matthey public limited company,2003.0,2
johnson matthey public limited company,2010.0,4
johnson matthey public limited company,2013.0,3
johnson products div. of sealed power corporation,1976.0,1
johnson products division of sealed power corporation,1972.0,3
johnson products inc.,1972.0,1
"johnson products, inc.",1969.0,4
"johnson products, inc.",1970.0,5
"johnson products, inc.",1971.0,10
"johnson products, inc.",1972.0,23
"johnson, matthey & co., limited",1976.0,2
"johnson, matthey & co., limited",1981.0,8
johnson; ansell,1982.0,6
johnson; glen p.,1986.0,2
johnson; rayburn,1987.0,2
johnston; lynn diane,1997.0,1
johoku kogyo kabushiki kaisha,1984.0,2
jolenn energy products ltd.,1980.0,4
jolliffe; michael,1997.0,1
joma-hydromechanic gmbh,2000.0,2
joma-hydromechanic gmbh,2002.0,1
joma-polytec kunststofftechnik gmbh,2001.0,3
"jones performance products, inc.",2004.0,1
jones; dale a.,2006.0,1
jones; oscar e.,1981.0,1
jones; rita alberta,1977.0,1
jonsereds aktiebolag,1979.0,2
joseph adams technical arts ltd.,1985.0,2
joseph adams technical arts ltd.,1986.0,2
joseph b. stinson co.,1984.0,1
"joseph gamell ind., inc.",1973.0,1
"joseph gamell industries, incorporated",1974.0,5
joseph lucas (electrical) limited,1973.0,12
joseph lucas (electrical) limited,1976.0,6
joseph lucas (industries) limited,1969.0,8
joseph lucas (industries) limited,1970.0,23
joseph lucas (industries) limited,1971.0,11
joseph lucas (industries) limited,1972.0,16
joseph lucas (industries) limited,1973.0,4
joseph lucas (industries) limited,1975.0,2
joseph lucus (electrical) limited,1973.0,1
joy manufacturing company (africa) limited (pty),1991.0,1
jp scope llc,2006.0,7
jp scope llc,2007.0,2
jp scope llc,2008.0,2
"jp scope, inc.",2009.0,9
"jp scope, inc.",2012.0,3
"jp scope, inc.",2013.0,2
jtech (gb) limited,2006.0,3
jtekt corporation,2003.0,5
jtekt corporation,2006.0,14
jtekt corporation,2007.0,20
jtekt corporation,2009.0,7
jtekt corporation,2011.0,5
jtekt corporation,2013.0,2
jungheinrich aktiengesellschaft,2000.0,8
jungheinrich aktiengesellschaft,2004.0,2
jungheinrich aktiengesellschaft,2006.0,4
jungheinrich aktiengesellschaft,2007.0,3
jungheinrich aktiengesellschaft,2009.0,2
jungheinrich aktiengesellschaft,2011.0,2
jungheintich atkiengesellschaft,2005.0,8
jurgen guido,1997.0,6
jurisic; vojislav,2005.0,4
"jvb development, inc.",1992.0,2
"k technologies, inc.",2004.0,1
k warner turbosystems gmbh,2000.0,3
"k&n engineering, inc.",2004.0,6
"k&n engineering, inc.",2007.0,1
"k&n engineering, inc.",2010.0,2
"k&n engineering, inc.",2011.0,2
"k&n engineering, inc.",2012.0,2
"k-line industries, inc.",1972.0,3
"k-line industries, inc.",1976.0,1
"k-line industries, inc.",1984.0,1
"k-line industries, inc.",1987.0,2
"k-line industries, inc.",1992.0,3
"k-line industries, inc.",1994.0,9
"k-line industries, inc.",1999.0,6
"k-line industries, inc.",2000.0,4
k-line tool co.,1970.0,1
k-line tool company,1971.0,2
k. g. engineering laboratories limited,1973.0,2
k. j. manufacturing,1989.0,2
k. j. manufacturing,1990.0,4
k. j. manufacturing co.,1990.0,3
k. j. manufacturing co.,1993.0,1
k. j. manufacturing co.,1995.0,4
k. j. manufacturing co.,1996.0,2
k. j. manufacturing co.,2010.0,2
"k. j. manufacturing, inc.",1999.0,1
k.c. southern railway company,1983.0,1
k.j. manufacturing,1990.0,2
k.j. manufacturing,1993.0,4
k.j. manufacturing co.,1989.0,1
k.j. manufacturing co.,1990.0,2
k.j. manufacturing co.,1991.0,6
k.j. manufacturing co.,1993.0,1
k.j. manufacturing co.,1994.0,2
k.j. manufacturing co.,1997.0,1
k.j. manufacturing co.,2002.0,1
k.j. manufacturing company,1994.0,1
"k.j. manufacturing, co.",2010.0,2
k.k. toyota chuo kenkyusho,1979.0,10
k.k. toyota chuo kenkyusho,1983.0,8
k.k. toyota chuo kenkyusho,1984.0,28
k/o/ ckner-humboldt-deutz ag,1985.0,2
kaaz corporation,1993.0,4
kabushi kaisha komatsu seisa kusho,1987.0,3
kabushiki kaisha,1984.0,2
kabushiki kaisha,1988.0,3
kabushiki kaisha atsumitec,2008.0,1
kabushiki kaisha bridgestone,2003.0,1
kabushiki kaisha bridgestone,2004.0,5
kabushiki kaisha bridgestone,2005.0,3
kabushiki kaisha equos research,1996.0,3
kabushiki kaisha hareyama giken,1988.0,8
kabushiki kaisha hongo,1995.0,8
kabushiki kaisha idk,1978.0,1
kabushiki kaisha kanesaka gijitsu kenkyusho,1992.0,1
kabushiki kaisha kanesaka gijutsu kenkyusho,1986.0,3
kabushiki kaisha keihin seiki seisakusho,1976.0,4
kabushiki kaisha keihinseiki seisakusho,1975.0,1
kabushiki kaisha keihinseiki seisakusho,1976.0,2
kabushiki kaisha keihinseiki seisakusho,1995.0,3
kabushiki kaisha kobe seiko sho,1988.0,4
kabushiki kaisha kobe seiko sho,1989.0,7
kabushiki kaisha kobe seiko sho,1997.0,1
kabushiki kaisha kobe seiko sho,1998.0,20
kabushiki kaisha komatsu seisakusho,1971.0,3
kabushiki kaisha komatsu seisakusho,1972.0,2
kabushiki kaisha komatsu seisakusho,1974.0,5
kabushiki kaisha komatsu seisakusho,1975.0,4
kabushiki kaisha komatsu seisakusho,1976.0,14
kabushiki kaisha komatsu seisakusho,1977.0,51
kabushiki kaisha komatsu seisakusho,1979.0,21
kabushiki kaisha komatsu seisakusho,1980.0,1
kabushiki kaisha komatsu seisakusho,1981.0,20
kabushiki kaisha komatsu seisakusho,1982.0,22
kabushiki kaisha komatsu seisakusho,1983.0,12
kabushiki kaisha komatsu seisakusho,1984.0,4
kabushiki kaisha komatsu seisakusho,1985.0,15
kabushiki kaisha komatsu seisakusho,1986.0,33
kabushiki kaisha komatsu seisakusho,1987.0,10
kabushiki kaisha komatsu seisakusho,1988.0,26
kabushiki kaisha komatsu seisakusho,1989.0,3
kabushiki kaisha komatsu seisakusho,1990.0,1
kabushiki kaisha komatsu seisakusho,1991.0,2
kabushiki kaisha komatsu seisakusho,1992.0,6
kabushiki kaisha komatsu seisakusho,1993.0,4
kabushiki kaisha komatsu seisakusho,1994.0,5
kabushiki kaisha komatsu seisakusho,1995.0,1
kabushiki kaisha komatsu seisakusho (komalsu ltd.),1969.0,3
kabushiki kaisha komatsu sesiakusho,1984.0,2
kabushiki kaisha koyama,2000.0,2
kabushiki kaisha koyama,2006.0,3
kabushiki kaisha kyoritsu seisakujo,1979.0,2
kabushiki kaisha meidensha,2002.0,2
kabushiki kaisha meidensha,2005.0,3
kabushiki kaisha moric,2001.0,13
kabushiki kaisha moric,2002.0,8
kabushiki kaisha moric,2003.0,14
kabushiki kaisha moric,2005.0,5
kabushiki kaisha nix,2000.0,8
kabushiki kaisha riken,1989.0,4
kabushiki kaisha riken,1993.0,2
kabushiki kaisha riken,2004.0,6
kabushiki kaisha riken,2006.0,14
kabushiki kaisha shikoku sogo kenkyujo,1993.0,5
kabushiki kaisha sigma electronics planning,1977.0,10
kabushiki kaisha sigma electronics planning,1983.0,4
kabushiki kaisha tec,1998.0,2
kabushiki kaisha tokai rika denki seisakucho,2002.0,2
kabushiki kaisha tokai rika denki seisakusho,1974.0,15
kabushiki kaisha tokai rika denki seisakusho,1988.0,1
kabushiki kaisha tokai rika denki seisakusho,1994.0,1
kabushiki kaisha tokai rika denki seisakusho,2001.0,12
kabushiki kaisha tokai rika denki seisakusho,2003.0,4
kabushiki kaisha tokai rika denki seisakusho,2004.0,8
kabushiki kaisha toshiba,1988.0,16
kabushiki kaisha toshiba,1991.0,16
kabushiki kaisha toshiba,2000.0,3
kabushiki kaisha toshiba,2005.0,1
kabushiki kaisha toshiba,2006.0,4
kabushiki kaisha toshiba,2008.0,5
kabushiki kaisha toshiba,2009.0,13
kabushiki kaisha toshiba,2010.0,10
kabushiki kaisha toshiba,2012.0,6
kabushiki kaisha toshiba,2013.0,6
kabushiki kaisha toyoda jidishokki seisakusho,1999.0,1
kabushiki kaisha toyoda jidoshokki,1985.0,4
kabushiki kaisha toyoda jidoshokki,1997.0,6
kabushiki kaisha toyoda jidoshokki seisakusho,1973.0,10
kabushiki kaisha toyoda jidoshokki seisakusho,1983.0,8
kabushiki kaisha toyoda jidoshokki seisakusho,1985.0,13
kabushiki kaisha toyoda jidoshokki seisakusho,1986.0,16
kabushiki kaisha toyoda jidoshokki seisakusho,1989.0,24
kabushiki kaisha toyoda jidoshokki seisakusho,1990.0,65
kabushiki kaisha toyoda jidoshokki seisakusho,1992.0,18
kabushiki kaisha toyoda jidoshokki seisakusho,1996.0,15
kabushiki kaisha toyoda jidoshokki seisakusho,1997.0,47
kabushiki kaisha toyoda jidoshokki seisakusho,1998.0,4
kabushiki kaisha toyoda jidoshokki seisakusho,1999.0,12
kabushiki kaisha toyoda jidoshokki seisakusho,2000.0,12
kabushiki kaisha toyoda jidoshokki seisakusho,2001.0,7
kabushiki kaisha toyota chuo kenkyusho,1969.0,3
kabushiki kaisha toyota chuo kenkyusho,1970.0,3
kabushiki kaisha toyota chuo kenkyusho,1972.0,4
kabushiki kaisha toyota chuo kenkyusho,1973.0,5
kabushiki kaisha toyota chuo kenkyusho,1974.0,12
kabushiki kaisha toyota chuo kenkyusho,1975.0,13
kabushiki kaisha toyota chuo kenkyusho,1976.0,19
kabushiki kaisha toyota chuo kenkyusho,1977.0,6
kabushiki kaisha toyota chuo kenkyusho,1978.0,21
kabushiki kaisha toyota chuo kenkyusho,1979.0,8
kabushiki kaisha toyota chuo kenkyusho,1980.0,37
kabushiki kaisha toyota chuo kenkyusho,1982.0,4
kabushiki kaisha toyota chuo kenkyusho,1983.0,42
kabushiki kaisha toyota chuo kenkyusho,1984.0,32
kabushiki kaisha toyota chuo kenkyusho,1985.0,9
kabushiki kaisha toyota chuo kenkyusho,1986.0,8
kabushiki kaisha toyota chuo kenkyusho,1987.0,8
kabushiki kaisha toyota chuo kenkyusho,1989.0,46
kabushiki kaisha toyota chuo kenkyusho,1990.0,2
kabushiki kaisha toyota chuo kenkyusho,1991.0,3
kabushiki kaisha toyota chuo kenkyusho,1992.0,16
kabushiki kaisha toyota chuo kenkyusho,1995.0,13
kabushiki kaisha toyota chuo kenkyusho,1997.0,22
kabushiki kaisha toyota chuo kenkyusho,1998.0,8
kabushiki kaisha toyota chuo kenkyusho,1999.0,15
kabushiki kaisha toyota chuo kenkyusho,2001.0,92
kabushiki kaisha toyota chuo kenkyusho,2008.0,8
kabushiki kaisha toyota chuo kenkyusho,2010.0,6
kabushiki kaisha toyota chuo kenkyusho and toyota jidosha kogyo,1982.0,10
kabushiki kaisha toyota chuo kenkyusho seisakusho,1985.0,4
kabushiki kaisha toyota chuo kenyusho,1978.0,6
kabushiki kaisha toyota chuo kenyusho,1980.0,12
kabushiki kaisha toyota jidishokki,2004.0,5
kabushiki kaisha toyota jidoshokki,2001.0,3
kabushiki kaisha toyota jidoshokki,2002.0,47
kabushiki kaisha toyota jidoshokki,2003.0,21
kabushiki kaisha toyota jidoshokki,2004.0,19
kabushiki kaisha toyota jidoshokki,2005.0,51
kabushiki kaisha toyota jidoshokki,2006.0,31
kabushiki kaisha toyota jidoshokki,2007.0,36
kabushiki kaisha toyota jidoshokki,2008.0,16
kabushiki kaisha toyota jidoshokki,2009.0,1
kabushiki kaisha toyota jidoshokki,2010.0,9
kabushiki kaisha toyota jidoshokki,2011.0,1
kabushiki kaisha tsuchiya seisakusho,1984.0,8
kabushiki kaisha tsuchiya seisakusho,1986.0,1
kabushiki kaisha tsuchiya seisakusho,1987.0,10
kabushiki kaisha u. m. i.,1974.0,2
kabushiki kaisha unisia jecs,1993.0,10
kabushiki kaisha y.e.d.,2004.0,4
kabushiki kaisha yed,2004.0,11
kabushiki kasiha toyota chuo kenkyusho,1980.0,12
kabushiki-kaisha lead industry,2011.0,6
kabushiki-kaisha takumi,2011.0,6
kabushikikaisha equos reseach,1996.0,4
kabushikikaisha equos research,1993.0,124
kabushikikaisha equos research,1994.0,44
kabushikikaisha equos research,1995.0,100
kabushikikaisha equos research,1996.0,21
kabushikikaisha equos research,1997.0,2
kabushikikaisha equos research,1999.0,10
kabushikikaisha equos research,2003.0,4
kabushikikaisha equos research,2006.0,4
kabushikikaisha equos research,2007.0,1
kaco gmbh & co.,2000.0,1
kai motors corporation,2010.0,1
kal-pac engineering ltd.,1969.0,2
kal-pac engineering ltd.,1970.0,3
kalil; eugene j.,1970.0,4
kalivoda engineering,1994.0,1
kamatsu zenoah co.,1985.0,3
kamdax development ltd.,2003.0,1
kamtec inc.,2009.0,8
kamtec inc.,2010.0,12
kane; cyril cecil,1976.0,2
kanesaka technical institute ltd.,1981.0,3
kanesaka technical institute ltd.,1982.0,2
kanesaka technical institute ltd.,1994.0,3
kansas state university research foundation,2009.0,4
"kanto auo works, ltd.",2007.0,1
kanto jidosha kogyo kabushiki kaisha,1995.0,6
"kanzaki kokyukoki mfg. co., ltd.",1998.0,2
"kanzaki kokyukoki mfg. co., ltd.",2005.0,2
"kanzaki kokyukoki mfg. co., ltd.",2007.0,2
"kanzaki kokyukoki mfg. co., ltd.",2009.0,4
"kanzaki kokyukoki mfg. co., ltd.",2010.0,3
kapsch trafficcom ag,2011.0,2
kar products inc.,1975.0,12
karas; miroslav a.,1994.0,4
karin rak,1997.0,18
karl hopt gmbh,1982.0,4
karl schmidt gmbh,1976.0,15
karl schmidt gmbh,1978.0,2
karl schmidt gmbh,1979.0,4
karl schmidt gmbh,1980.0,3
karl schmidt gmbh,1981.0,2
karl schmidt gmbh,1982.0,4
karl-heinz linnig gmbh & co. kg,2002.0,1
"karma medical products co., ltd.",2005.0,1
karmazin products corporation,1978.0,1
"karnes dyno-rev engine, inc.",2003.0,4
"karnes dyno-rev engine, inc.",2007.0,3
kasi forvaltning i goteborg ab,2007.0,3
kasi technologies ab,2008.0,3
kasi technologies ab,2011.0,12
kassai kabushikikaisha,1984.0,2
katcon global s.a.,2007.0,4
katsuji baba,1982.0,3
kautex textron gmbh & co. kg,1999.0,16
kautex textron gmbh & co. kg,2001.0,11
kautex textron gmbh & co. kg,2002.0,4
kautex textron gmbh & co. kg,2005.0,6
kautex textron gmbh & co. kg,2006.0,2
kautex textron gmbh & co. kg,2008.0,11
kautex textron gmbh & co. kg,2009.0,2
kautex textron gmbh & co. kg,2010.0,20
kautex textron gmbh & co. kg.,1999.0,6
kautex textron gmbh & co.kg,2003.0,2
kavlico corporation,1996.0,6
kavlico corporation,1998.0,6
kawasaki jukogyo kabishiki kaisha,1988.0,3
kawasaki jukogyo kabushika kaisha,2004.0,8
kawasaki jukogyo kabushiki,1977.0,4
kawasaki jukogyo kabushiki,2000.0,6
kawasaki jukogyo kabushiki kaisha,1972.0,8
kawasaki jukogyo kabushiki kaisha,1975.0,4
kawasaki jukogyo kabushiki kaisha,1976.0,33
kawasaki jukogyo kabushiki kaisha,1977.0,19
kawasaki jukogyo kabushiki kaisha,1978.0,8
kawasaki jukogyo kabushiki kaisha,1979.0,8
kawasaki jukogyo kabushiki kaisha,1980.0,34
kawasaki jukogyo kabushiki kaisha,1981.0,10
kawasaki jukogyo kabushiki kaisha,1982.0,16
kawasaki jukogyo kabushiki kaisha,1983.0,37
kawasaki jukogyo kabushiki kaisha,1984.0,61
kawasaki jukogyo kabushiki kaisha,1985.0,72
kawasaki jukogyo kabushiki kaisha,1986.0,94
kawasaki jukogyo kabushiki kaisha,1987.0,48
kawasaki jukogyo kabushiki kaisha,1988.0,41
kawasaki jukogyo kabushiki kaisha,1989.0,41
kawasaki jukogyo kabushiki kaisha,1990.0,8
kawasaki jukogyo kabushiki kaisha,1993.0,4
kawasaki jukogyo kabushiki kaisha,1994.0,9
kawasaki jukogyo kabushiki kaisha,1996.0,16
kawasaki jukogyo kabushiki kaisha,1997.0,19
kawasaki jukogyo kabushiki kaisha,2000.0,12
kawasaki jukogyo kabushiki kaisha,2001.0,34
kawasaki jukogyo kabushiki kaisha,2002.0,37
kawasaki jukogyo kabushiki kaisha,2003.0,56
kawasaki jukogyo kabushiki kaisha,2004.0,46
kawasaki jukogyo kabushiki kaisha,2005.0,93
kawasaki jukogyo kabushiki kaisha,2006.0,107
kawasaki jukogyo kabushiki kaisha,2007.0,91
kawasaki jukogyo kabushiki kaisha,2008.0,111
kawasaki jukogyo kabushiki kaisha,2009.0,78
kawasaki jukogyo kabushiki kaisha,2010.0,22
kawasaki jukogyo kabushiki kaisha,2011.0,31
